form	lemma	POS	morph
ན་མོ་	ན་མོ་	X
ཞལ་ཆེམས་	ཞལ་ཆེམས་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
མང་ཡུལ་	མང་ཡུལ་	PROPN
གྱི་	གི་	PART
བྲག་	བྲག་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
སྤུངས་པ་	སྤུངས་པ་	VERB
འདྲ་བ་	འདྲ་བ་	VERB
ལ་	ལ་	PART
གཏེར་	གཏེར་	NOUN
དུ་	ལ་	PART
སྦ་	སྦ་	PROPN
ས་	གིས་	PART
༔		PUNCT
གཏེར་བདག་	གཏེར་བདག་	NO_POS
བསེ་	བསེ་	OTHER
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
བཞི་	བཞི་	NUM
ལ་	ལ་	PART
བཅོལ་	བཅོལ་	NO_POS
ལོ་	གོ་	PART
༔		PUNCT
ནམ་ཞིག་	ནམ་ཞིག་	NO_POS
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
མཐའ་མ་	མཐའ་མ་	NOUN
ལ་	ལ་	PART
༔		PUNCT
		
ང་	ང་	PRON
ཡི་	གི་	PART
གདུང་	གདུང་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
སྡུག་པ་	སྡུག་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
༔		PUNCT
		
རི་བོ་	རི་བོ་	NOUN
བཀྲ་	བཀྲ་	NO_POS
བཟང་	བཟང་	VERB
ཤ་	ཤ་	VERB
འདབས་	འདབས་	NOUN
ན་	ལ་	PART
༔		PUNCT
		
ལས་ཅན་	ལས་ཅན་	ADJ
སྐྱེས་བུ་	སྐྱེས་བུ་	NOUN
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
༔		PUNCT
དེ་	སྟེ་	PART
ཚེ་	ཚེ་	NOUN
དེ་	སྟེ་	PART
ཡི་	གིས་	PART
རྙེད་	རྙེད་	VERB
གྱུར་	གྱུར་	VERB
ན་	ནས་	PART
༔		PUNCT
		
བདག་	བདག་	PRON
གི་	གི་	PART
གདུང་	གདུང་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
སྐྱོབ་པ་	སྐྱོབ་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
༔		PUNCT
		
ཅེས་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
སོ་	གོ་	PART
༔		PUNCT
སཱ་	སཱ་	NO_POS
མཱངྒ་		NON_WORD
༔		PUNCT
ལྷ་སྲས་	ལྷ་སྲས་	NOUN
མུ་	མུ་	NOUN
ཁྲི་	ཁྲི་	NUM
བཙན་པོ་	བཙན་པོ་	NOUN
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ན་	ནས་	PART
༔		PUNCT
ང་	ང་	PRON
ཡི་	གི་	PART
བུ་	བུ་	NOUN
འབངས་	འབངས་	NOUN
དད་གུས་	དད་གུས་	NOUN
ལྡན་པ་	ལྡན་པ་	VERB
རྣམས་	རྣམས་	DET
༔		PUNCT
		
བླ་མ་	བླ་མ་	NOUN
སྐུ་གསུམ་	སྐུ་གསུམ་	OTHER
གྱི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
དེ་	སྟེ་	PART
༔		PUNCT
		
སྐྱབས་	སྐྱབས་	NOUN
བླ་མ་	བླ་མ་	NOUN
ནམ་	གམ་	PART
དྲན་	དྲན་	VERB
དུས་	དུས་	NOUN
ན་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
ཡབ་	ཡབ་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
		
སྲོད་	སྲོད་	ADV
དྲག་པོ་	དྲག་པོ་	ADJ
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
ཇོ་མོ་	ཇོ་མོ་	NOUN
མཚོ་	མཚོ་	NOUN
རྒྱལ་	རྒྱལ་	VERB
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
		
ཐོ་རངས་	ཐོ་རངས་	ADV
རྒྱས་པ་	རྒྱས་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
		
ནམ་ལངས་	ནམ་ལངས་	ADV
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
སྣ་ནམ་	སྣ་ནམ་	PROPN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
བདུད་	བདུད་	NOUN
འཇོམས་	འཇོམས་	NO_POS
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
		
དགོང་མོ་	དགོང་མོ་	NO_POS
དབང་	དབང་	NOUN
གི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
ལྷ་སྲས་	ལྷ་སྲས་	NOUN
མུ་	མུ་	NOUN
ཁྲི་	ཁྲི་	NUM
བཙན་པོ་	བཙན་པོ་	NOUN
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
		
ནམ་གུང་	ནམ་གུང་	NOUN
མུན་པ་	མུན་པ་	NOUN
འི་	གི་	PART
སྨག་	སྨག་	NOUN
ལ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
གུང་	གུང་	ADV
ཐང་	ཐང་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
དེ་	སྟེ་	PART
༔		PUNCT
		
ཉིན་གུང་	ཉིན་གུང་	NOUN
བྲེལ་བ་	བྲེལ་བ་	VERB
སྤོངས་	སྤོངས་	VERB
ལ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
སྤྱི་		
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱི་	གི་	PART
ཉན་	ཉན་	VERB
དུས་	དུས་	NOUN
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
བདག་	བདག་	PRON
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གདུང་	གདུང་	NOUN
བརྒྱུད་མ་	བརྒྱུད་མ་	NO_POS
ནོར་	ནོར་	NOUN
ཞིང་	ཅིང་	PART
༔		PUNCT
		
ཆོ་	ཆོ་	NOUN
ཚུལ་བཞིན་	ཚུལ་བཞིན་	NOUN
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
ལས་ཅན་	ལས་ཅན་	ADJ
ལ་	ལ་	PART
༔		PUNCT
		
སྤྱི་		
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
ཆེ་	ཆེ་	VERB
༔		PUNCT
སྒོ་	སྒོ་	ADV
གུ་རུ་	གུ་རུ་	PROPN
འི་	གི་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
བསམ་	བསམ་	NOUN
མི་	མི་	PART
ཁྱབ་	ཁྱབ་	VERB
༔		PUNCT
		
བདག་	བདག་	PRON
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ངག་	ངག་	NOUN
ལ་	ལ་	PART
ཉོན་	ཉོན་	VERB
༔		PUNCT
		
དུས་རྒྱུན་	དུས་རྒྱུན་	OTHER
དུ་	ལ་	PART
མོས་པ་	མོས་པ་	VERB
ས་	གིས་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
༔		PUNCT
ཅེས་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
སོ་	གོ་	PART
༔		PUNCT
		
གུང་	གུང་	ADV
ཐང་	ཐང་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
བསམ་པ་	བསམ་པ་	VERB
ལྷུན་གྲུབ་	ལྷུན་གྲུབ་	OTHER
མ་	མ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
༔		PUNCT
		
ལྷ་སྲས་	ལྷ་སྲས་	NOUN
མུ་	མུ་	NOUN
ཁྲི་	ཁྲི་	NUM
བཙན་པོ་	བཙན་པོ་	NOUN
ས་	གིས་	PART
རུ་ལག་	རུ་ལག་	PROPN
གྲམ་པ་	གྲམ་པ་	NO_POS
རྒྱང་	རྒྱང་	NOUN
གི་	གི་	PART
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
དུ་	ལ་	PART
སྦ་	སྦ་	PROPN
ས་	གིས་	PART
སོ་	གོ་	PART
༔		PUNCT
གཏེར་བདག་	གཏེར་བདག་	NO_POS
ལྷ་མོ་	ལྷ་མོ་	NOUN
དྲེའུ་	དྲེའུ་	NOUN
ཞོན་	ཞོན་	VERB
མ་ལ་	མ་ལ་	INTJ
བཅོལ་	བཅོལ་	NO_POS
ལོ་	གོ་	PART
༔		PUNCT
སཱ་	སཱ་	NO_POS
མཱངྒ་		NON_WORD
༔		PUNCT
		
ཐཱབཱ་		NON_WORD
༔		PUNCT
		
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
༔		PUNCT
		
རྒྱ་	རྒྱ་	NOUN
རྒྱ་	རྒྱ་	NOUN
རྒྱ་	རྒྱ་	NOUN
༔		PUNCT
ཆུ་ཕོ་	ཆུ་ཕོ་	NO_POS
འབྲུག་	འབྲུག་	NOUN
གི་	གི་	PART
ལོ་	ལོ་	NOUN
ར་	ལ་	PART
རུ་ལག་	རུ་ལག་	PROPN
རྒྱང་	རྒྱང་	NOUN
གི་	གི་	PART
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
ན་	ནས་	PART
སྤྲུལ་སྐུ་	སྤྲུལ་སྐུ་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
གྲགས་པ་	གྲགས་པ་	VERB
ས་	གིས་	PART
གཏེར་	གཏེར་	NOUN
ན་	ནས་	PART
བཏོན་	བཏོན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
		
རིག་འཛིན་	རིག་འཛིན་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
རྒོད་	རྒོད་	NOUN
ཀྱི་	གི་	PART
ལྡེམ་འཕྲུ་	ལྡེམ་འཕྲུ་	NO_POS
ཅན་	ཅན་	PART
ལ་	ལ་	PART
གཏད་	གཏད་	VERB
།		PUNCT
རིག་འཛིན་	རིག་འཛིན་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
ཤོག་	ཤོག་	VERB
སེ་	སེ་	NO_POS
ར་	ལ་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
།		PUNCT
གཏེར་	གཏེར་	NOUN
རྒྱ་	རྒྱ་	NOUN
༔		PUNCT
		
སྦ་	སྦ་	PROPN
ས་	གིས་	PART
རྒྱ་	རྒྱ་	NOUN
༔		PUNCT
ཟབ་	ཟབ་	VERB
རྒྱ་	རྒྱ་	NOUN
༔		PUNCT
		
ཨྀ་		NON_WORD
ཐི་	ཐི་	NO_POS
༔		PUNCT
